14:07:42.005 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
14:07:43.158 |V| JetScheduler                  | JetPool(S) #1:13   | Thread 'JetPool(S) #1' started execution in unit 'Short Tasks'. #allExecutors=2, #freeExecutors=1
14:07:43.158 |V| JetScheduler                  | JetPool(S) #2:14   | Thread 'JetPool(S) #2' started execution in unit 'Short Tasks'. #allExecutors=3, #freeExecutors=2
14:07:43.171 |V| JetDispatcher                 | FileSystemTrackerCommit:16 | Thread FileSystemTrackerCommit:16 pwned.
14:07:43.171 |V| JetDispatcher                 | FileSystemTrackerCommit:16 | Thread FileSystemTrackerCommit:16 created an Avalon marshaller.
14:07:43.171 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Users\Jakov\AppData\Local\Temp: Temp folder
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Users\Jakov\AppData\Local\Temp\JetBrains: CompanySpecificFolderLocations.TempFolder
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\: Drive root
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Users\Jakov: SpecialFolder.UserProfile
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Users\Jakov\AppData\Roaming: SpecialFolder.ApplicationData
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\ProgramData: SpecialFolder.CommonApplicationData
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Users\Jakov\AppData\Local: SpecialFolder.LocalApplicationData
14:07:43.172 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder C:\Windows: SpecialFolder.Windows
14:07:43.173 |V| JetScheduler                  | JetPool Manager:17 | Thread 'JetPool Manager' started
14:07:43.173 |V| JetDispatcher                 | StaExecutor:18     | Thread StaExecutor:18 pwned.
14:07:43.173 |V| JetDispatcher                 | StaExecutor:18     | Thread StaExecutor:18 created an Avalon marshaller.
14:07:43.188 |V| InstalledProductsDiscoveryComponent| :1                 | myApplicationHost: HostInfo: (ShortName: RiderFlow, Hive: , Wave: 223, SupportsSideBySide: True), HostProductInfo: (ProductTechnicalName: RiderFlow, ProductPresentableName: RiderFlow, Version: 223.0.20230224.195614-eap09d, BuildDate: 2/24/2023 12:00:00 AM, SubscriptionCheckDate: 12/7/2022 12:00:00 AM)
14:07:43.189 |V| InstalledProductsDiscoveryComponent| :1                 | myCurrentAssemblyFolder: C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin
14:07:43.190 |V| InstalledProductsDiscoveryComponent| :1                 | myLocalPaths: (RootPath: C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin, InstallationsFolder: C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin)
14:07:43.283 |I| CommandLineGreeter            | :1                 | JetBrains RiderFlow 2022.3 EAP 9 D
14:07:43.288 |I| CommandLineGreeter            | :1                 | Running on x64 OS in x64 architecture, .NET Framework 4.8.9181.0 under Microsoft Windows 10.0.19045 
14:07:43.291 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.JetEnvironment" time=296ms. Total: 298.0333ms
14:07:43.292 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[JetEnvironment]"  value=296ms
14:07:43.297 |V| ComponentStorage              | :1                 | <Measured> "Compose: JetEnvironment"  time=305ms
14:07:43.297 |V| JetEnvironment                | :1                 | Environment container is composed.
14:07:43.297 |V| JetEnvironment                | :1                 | JetEnvironment is ready.
14:07:43.590 |V| RunsProducts                  | :1                 | << (Opening) RunProduct.
14:07:43.593 |V| JetEnvironmentZones           | :1                 | AllDiscovered zones: (107pcs)[JetBrains.Application.Build.App.IBuildApplicationZone, JetBrains.Application.Build.App.ICmdlineBuildAppEnvironmentZone, JetBrains.Application.Build.App.ITeamCityBuildAppEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IArm64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArmCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IClrImplementationHostZone, JetBrains.Application.BuildScript.Application.Zones.ICpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IInternalVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.ILinuxHostZone, JetBrains.Application.BuildScript.Application.Zones.IMacHostZone, JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone, JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Application.BuildScript.Application.Zones.IOperatingSystemHostZone, JetBrains.Application.BuildScript.Application.Zones.IOuterWorldConnectEnvZone, JetBrains.Application.BuildScript.Application.Zones.IPublicVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr2HostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceFramework45HostZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneCmdEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUIInteractiveEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUnixHostZone, JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Application.BuildScript.Application.Zones.IWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IX64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IX86CpuArchitectureHostZone, JetBrains.Application.Host.TeamCity.ITeamCityEnvZone, JetBrains.Application.UI.Options.OptionPages.IToolsOptionsPageImplZone, JetBrains.DocumentModel.IDocumentModelZone, JetBrains.IDE.Debugger.IDebuggerZone, JetBrains.IDE.ResultList.ResultListImplZone, JetBrains.Platform.RdFramework.Actions.Backend.IRdActionsBackendZone, JetBrains.Platform.RdFramework.Actions.Frontend.IRdActionsFrontendZone, JetBrains.Platform.RdFramework.IRdFrameworkZone, JetBrains.ProjectModel.IProjectModelZone, JetBrains.ProjectModel.NuGet.INuGetZone, JetBrains.ProjectModel.NuGet.Searching.INuGetSearchZone, JetBrains.ProjectModel.ProjectsHost.IProjectsHostLiveTrackingZone, JetBrains.ProjectModel.ProjectsHost.SolutionHost.IHostSolutionZone, JetBrains.RdBackend.Common.Env.IResharperHostCoreFeatureZone, JetBrains.RdBackend.Common.Env.IResharperHostCorePlatformZone, JetBrains.ReSharper.Daemon.SolutionAnalysis.SweaZone, JetBrains.ReSharper.Daemon.Syntax.ISyntaxHighlightingZone, JetBrains.ReSharper.ExternalSources.ILViewer.IIlViewerZone, JetBrains.ReSharper.Feature.Services.Daemon.CodeInspectionPageImplZone, JetBrains.ReSharper.Feature.Services.Daemon.DaemonEngineZone, JetBrains.ReSharper.Feature.Services.Daemon.DaemonZone, JetBrains.ReSharper.Feature.Services.DebuggerVs.IVsDebuggerZone, JetBrains.ReSharper.Feature.Services.ExternalSource.MetadataTreeZone, JetBrains.ReSharper.Feature.Services.ExternalSources.ExternalSourcesZone, JetBrains.ReSharper.Feature.Services.ICodeEditingZone, JetBrains.ReSharper.Feature.Services.Integration.ICoverageSnapshotHandlerZone, JetBrains.ReSharper.Feature.Services.Naming.NamingImplZone, JetBrains.ReSharper.Feature.Services.Navigation.NavigationZone, JetBrains.ReSharper.Feature.Services.OptionPages.ICodeEditingOptionsPageImplZone, JetBrains.ReSharper.Feature.Services.PackageChecker.IPackageCheckerZone, JetBrains.ReSharper.Feature.Services.ParameterInfo.IParameterInfoZone, JetBrains.ReSharper.Features.ReSpeller.IReSpellerZone, JetBrains.ReSharper.Features.Running.RunnableProjectsZone, JetBrains.ReSharper.Features.SolBuilderDuo.ISolutionBuilderFeatureZone, JetBrains.ReSharper.Features.SolBuilderDuo.SolutionBuilderDuoZone, JetBrains.ReSharper.Plugins.Json.ILanguageJsonNewZone, JetBrains.ReSharper.Plugins.Unity.IUnityPluginZone, JetBrains.ReSharper.Plugins.Unity.RiderFlow.IRiderFlowUnityPluginZone, JetBrains.ReSharper.Plugins.Yaml.ILanguageYamlZone, JetBrains.ReSharper.Psi.Asp.ILanguageAspZone, JetBrains.ReSharper.Psi.Asp.Mvc.IAspMvcZone, JetBrains.ReSharper.Psi.AspRouteTemplates.ILanguageRouteTemplateZone, JetBrains.ReSharper.Psi.BuildScripts.ILanguageBuildScriptsZone, JetBrains.ReSharper.Psi.BuildScripts.MSBuild.ILanguageMsBuildZone, JetBrains.ReSharper.Psi.BuildScripts.NAnt.ILanguageNAntZone, JetBrains.ReSharper.Psi.CSharp.ILanguageCSharpZone, JetBrains.ReSharper.Psi.Css.ILanguageCssZone, JetBrains.ReSharper.Psi.Html.ILanguageHtmlZone, JetBrains.ReSharper.Psi.IClrPsiLanguageZone, JetBrains.ReSharper.Psi.IL.ILanguageIlZone, JetBrains.ReSharper.Psi.Impl.Reflection2.IPsiAssemblyFileLoaderImplZone, JetBrains.ReSharper.Psi.INativePsiLanguageZone, JetBrains.ReSharper.Psi.IPsiLanguageZone, JetBrains.ReSharper.Psi.IWebPsiLanguageZone, JetBrains.ReSharper.Psi.JavaScript.ILanguageJavaScriptZone, JetBrains.ReSharper.Psi.Protobuf.ILanguageProtobufZone, JetBrains.ReSharper.Psi.Razor.ILanguageRazorZone, JetBrains.ReSharper.Psi.RegExp.ILanguageRegExpZone, JetBrains.ReSharper.Psi.Resx.ILanguageResxZone, JetBrains.ReSharper.Psi.VB.ILanguageVBZone, JetBrains.ReSharper.Psi.Xaml.ILanguageXamlZone, JetBrains.ReSharper.Resources.Shell.PsiFeaturesImplZone, JetBrains.ReSharper.Resources.Shell.ReplaceableByIntelliJPlatformZone, JetBrains.ReSharper.Resources.Shell.ShellInstanceFakeZone, JetBrains.ReSharper.UnitTestFramework.IUnitTestingZone, JetBrains.ReSharper.UnitTestRunner.dotMemoryUnit.IDotMemoryUnitVsIntegrationZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IBatchToolEnvironmentZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IConsoleEnvironmentZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.ITeamCityBatchToolZone, JetBrains.Rider.Model.IRiderModelZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureEnvironmentZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureZone, JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone, JetBrains.Symbols.SymbolsImplZone, JetBrains.TextControl.ITextControlsZone].
14:07:43.601 |V| RunsProducts                  | :1                 | NegativeByTimebomb zones explicitly disabled: (0pcs)[].
14:07:43.601 |V| RunsProducts                  | :1                 | NegativeByLicense zones explicitly disabled: (0pcs)[].
14:07:43.601 |V| RunsProducts                  | :1                 | NegativeByUserPreference zones explicitly disabled: (1pc)[JetBrains.ReSharper.Psi.Protobuf.ILanguageProtobufZone].
14:07:43.601 |V| RunsProducts                  | :1                 | NegativeByActivator zones explicitly disabled: (1pc)[JetBrains.ReSharper.Resources.Shell.ReplaceableByIntelliJPlatformZone].
14:07:43.601 |V| RunsProducts                  | :1                 | NegativeByNotRunningInEnvironment zones implicitly prevented from running in Shell: (21pcs)[JetBrains.Application.Build.App.ICmdlineBuildAppEnvironmentZone, JetBrains.Application.Build.App.ITeamCityBuildAppEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IArm64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArmCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.ILinuxHostZone, JetBrains.Application.BuildScript.Application.Zones.IMacHostZone, JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceFramework45HostZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneCmdEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUIInteractiveEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUnixHostZone, JetBrains.Application.BuildScript.Application.Zones.IWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IX86CpuArchitectureHostZone, JetBrains.Application.Host.TeamCity.ITeamCityEnvZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IBatchToolEnvironmentZone].
14:07:43.601 |V| RunsProducts                  | :1                 | To see negative zones by propagation, enable tracing for category JetBrains.Application.Environment.RunsProducts.
14:07:43.601 |V| JetEnvironmentZones           | :1                 | AllNegativePropogated zones: (29pcs)[JetBrains.Application.Build.App.ICmdlineBuildAppEnvironmentZone, JetBrains.Application.Build.App.ITeamCityBuildAppEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IArm64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArmCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.ILinuxHostZone, JetBrains.Application.BuildScript.Application.Zones.IMacHostZone, JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceFramework45HostZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneCmdEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUIInteractiveEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUnixHostZone, JetBrains.Application.BuildScript.Application.Zones.IWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IX86CpuArchitectureHostZone, JetBrains.Application.Host.TeamCity.ITeamCityEnvZone, JetBrains.ReSharper.Psi.BuildScripts.ILanguageBuildScriptsZone, JetBrains.ReSharper.Psi.BuildScripts.MSBuild.ILanguageMsBuildZone, JetBrains.ReSharper.Psi.BuildScripts.NAnt.ILanguageNAntZone, JetBrains.ReSharper.Psi.Css.ILanguageCssZone, JetBrains.ReSharper.Psi.JavaScript.ILanguageJavaScriptZone, JetBrains.ReSharper.Psi.Protobuf.ILanguageProtobufZone, JetBrains.ReSharper.Resources.Shell.ReplaceableByIntelliJPlatformZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IBatchToolEnvironmentZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.ITeamCityBatchToolZone].
14:07:43.601 |V| JetEnvironmentZones           | :1                 | AllowedActivatorZones zones: (10pcs)[JetBrains.Application.BuildScript.Application.Zones.IInternalVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Application.BuildScript.Application.Zones.IX64CpuArchitectureHostZone, JetBrains.ReSharper.Feature.Services.ICodeEditingZone, JetBrains.ReSharper.Plugins.Unity.RiderFlow.IRiderFlowUnityPluginZone, JetBrains.ReSharper.Psi.IPsiLanguageZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureZone, JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone].
14:07:43.601 |V| JetEnvironmentZones           | :1                 | AllowedActivatorZonesExpandedToInheritors zones: (26pcs)[JetBrains.Application.BuildScript.Application.Zones.IInternalVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Application.BuildScript.Application.Zones.IX64CpuArchitectureHostZone, JetBrains.ReSharper.Feature.Services.ICodeEditingZone, JetBrains.ReSharper.Plugins.Json.ILanguageJsonNewZone, JetBrains.ReSharper.Plugins.Unity.RiderFlow.IRiderFlowUnityPluginZone, JetBrains.ReSharper.Plugins.Yaml.ILanguageYamlZone, JetBrains.ReSharper.Psi.Asp.ILanguageAspZone, JetBrains.ReSharper.Psi.Asp.Mvc.IAspMvcZone, JetBrains.ReSharper.Psi.AspRouteTemplates.ILanguageRouteTemplateZone, JetBrains.ReSharper.Psi.CSharp.ILanguageCSharpZone, JetBrains.ReSharper.Psi.Html.ILanguageHtmlZone, JetBrains.ReSharper.Psi.IClrPsiLanguageZone, JetBrains.ReSharper.Psi.IL.ILanguageIlZone, JetBrains.ReSharper.Psi.INativePsiLanguageZone, JetBrains.ReSharper.Psi.IPsiLanguageZone, JetBrains.ReSharper.Psi.IWebPsiLanguageZone, JetBrains.ReSharper.Psi.Razor.ILanguageRazorZone, JetBrains.ReSharper.Psi.RegExp.ILanguageRegExpZone, JetBrains.ReSharper.Psi.Resx.ILanguageResxZone, JetBrains.ReSharper.Psi.VB.ILanguageVBZone, JetBrains.ReSharper.Psi.Xaml.ILanguageXamlZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureZone, JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone].
